tree_id,flag_id,site_id,plot_id,dist_x_tr,dist_y_tr,dist_sm,az_sm,tree_type,spp,status,crown_class,crown_cond,dbh,height,hdm_pa,b_lc,dmr_l,dmr_m,dmr_u,broom_pa,broom_pos,stem_pa,path_ind_1,path_ind_2,dam_agent_1,dam_agent_2,notes
r351,y117,mk_2,103,-2.5,14.4,NA,NA,regen,Hw,DS,-,missing,8.5,NA,Y,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r352,y17,mk_2,103,-2.5,14.5,NA,NA,regen,Hw,DS,-,missing,6.8,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r353,y4000,mk_2,103,0.1,14,NA,NA,regen,Hw,DS,-,missing,15.3,NA,Y,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r354,y57,mk_2,103,0.1,14.7,NA,NA,regen,Hw,LS,D,1,24.6,NA,Y,Y,2,1,0,Y,2,Y,n,n,O,O,NA
r355,y121,mk_2,103,-0.4,20.6,NA,NA,regen,Hw,LS,D,1,42.4,NA,Y,Y,1,1,0,N,-,missing,n,n,O,O,NA
r356,y4001,mk_2,103,2.2,23.5,NA,NA,regen,Fd,DS,-,missing,21.9,NA,-,-,NA,NA,NA,-,-,-,-,-,DR,O,NA
r357,y4002,mk_2,103,1.8,23.8,NA,NA,regen,Fd,SN,-,missing,14.6,NA,-,-,NA,NA,NA,-,-,-,-,-,DR,O,NA
r358,y14,mk_2,103,-1,25.5,NA,NA,regen,Hw,LS,C,1,17.3,NA,Y,N,1,0,0,N,-,N,n,n,O,O,NA
r359,y11,mk_2,103,-0.6,25.7,NA,NA,regen,Hw,LS,I,1,11.3,NA,N,-,NA,NA,NA,-,-,-,n,1,O,O,NA
r360,y123,mk_2,103,-1.6,27.3,NA,NA,regen,Hw,LS,C,1,15.5,NA,Y,N,1,0,0,Y,1,N,n,n,O,O,NA
r361,y116,mk_2,103,-1.4,29.1,NA,NA,regen,Hw,LS,C,1,22.1,NA,N,-,NA,NA,NA,-,-,-,2,n,O,O,NA
r362,y2,mk_2,103,1.2,27.3,NA,NA,regen,Hw,LS,D,1,37.6,NA,Y,Y,0,0,0,N,-,N,n,n,O,O,NA
r363,y4005,mk_2,103,-2.2,30.7,NA,NA,regen,Hw,DS,-,missing,12.4,NA,N,-,NA,NA,NA,-,-,-,-,-,U,O,NA
r364,y4006,mk_2,103,-2.4,30.8,NA,NA,regen,Hw,DS,-,missing,10.5,NA,N,-,NA,NA,NA,-,-,-,-,-,U,O,NA
r365,y4007,mk_2,103,-2.3,31.9,NA,NA,regen,Hw,SN,-,missing,6.6,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r366,y4008,mk_2,103,-2.3,31.9,NA,NA,regen,Hw,SN,-,missing,7.4,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r367,w200,mk_2,109,2.1,0.5,NA,NA,regen,Hw,SN,-,missing,6.6,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r368,w6,mk_2,109,2.1,0.1,NA,NA,regen,Hw,LS,S,2,6.5,NA,Y,Y,1,0,0,N,-,N,4,n,O,O,NA
r369,w124,mk_2,109,2.1,1.3,NA,NA,regen,Hw,LS,S,2,6.1,NA,N,-,NA,NA,NA,-,-,-,1,4,O,O,NA
r370,w201,mk_2,109,0.4,2.2,NA,NA,regen,Hw,SN,-,missing,4.5,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r371,w71,mk_2,109,0.2,4.3,NA,NA,regen,Hw,LS,I,1,12.1,NA,Y,N,1,0,0,N,-,N,n,n,O,O,NA
r372,w202,mk_2,109,-0.8,4.6,NA,NA,regen,Hw,SN,-,missing,11.3,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r373,w123,mk_2,109,-1.4,4.8,NA,NA,regen,Hw,LS,I,1,13.3,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r374,w203,mk_2,109,2.5,5.6,NA,NA,regen,Hw,SN,-,missing,7.5,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r375,w57,mk_2,109,1,6.7,NA,NA,regen,Hw,LS,I,1,15,NA,Y,N,1,0,0,N,-,N,n,n,O,O,NA
r376,w56,mk_2,109,1.5,9.7,NA,NA,regen,Hw,LS,C,1,27.3,26,Y,N,0,1,0,N,-,N,7,n,IB,AX,NA
r377,w204,mk_2,109,-1.6,11.3,NA,NA,regen,Hw,SN,-,missing,11.5,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r378,w205,mk_2,109,2.3,12.5,NA,NA,regen,Hw,SN,-,missing,6.9,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r379,w206,mk_2,109,2.3,12.5,NA,NA,regen,Hw,SN,-,missing,13,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r380,w12,mk_2,109,0.5,13.5,NA,NA,regen,Hw,SN,-,missing,15.1,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r381,w207,mk_2,109,1.9,14.3,NA,NA,regen,Hw,SN,-,missing,7.3,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r382,w54,mk_2,109,1.7,14.9,NA,NA,regen,Hw,LS,C,1,16.5,NA,Y,N,1,0,0,N,-,N,n,n,O,O,NA
r383,w120,mk_2,109,0.2,17.6,NA,NA,regen,Hw,LS,C,1,24.8,25.4,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r384,w121,mk_2,109,0.3,17.6,NA,NA,regen,Hw,LS,S,1,15.1,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r385,w208,mk_2,109,-0.7,20.1,NA,NA,regen,Hw,SN,-,missing,9.2,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r386,w111,mk_2,109,0.3,20.8,NA,NA,regen,Hw,LS,C,1,28.3,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r387,w209,mk_2,109,0.7,20.7,NA,NA,regen,Hw,DS,-,missing,8.1,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r388,w210,mk_2,109,0.3,20.5,NA,NA,regen,Hw,SN,-,missing,4.8,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r389,w211,mk_2,109,0.9,21,NA,NA,regen,Hw,SN,-,missing,6.3,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r390,w116,mk_2,109,-1.6,22.9,NA,NA,regen,Hw,LS,C,1,28.3,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r391,w103,mk_2,109,-0.9,23.9,NA,NA,regen,Hw,LS,S,1,9.3,NA,N,-,NA,NA,NA,-,-,-,2,n,O,O,NA
r392,w212,mk_2,109,-0.8,24.1,NA,NA,regen,Hw,SN,-,missing,4.1,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r393,w213,mk_2,109,0.2,25.6,NA,NA,regen,Hw,SN,-,missing,9.8,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r394,w214,mk_2,109,-1.1,27,NA,NA,regen,Hw,SN,-,missing,8,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r395,w215,mk_2,109,-1.2,26.9,NA,NA,regen,Hw,DS,-,missing,6.1,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r396,w216,mk_2,109,-1.3,26.9,NA,NA,regen,Hw,SN,-,missing,7.5,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r397,w52,mk_2,109,0.6,28.4,NA,NA,regen,Hw,LS,C,1,21.2,NA,Y,Y,0,0,0,N,-,N,n,n,O,O,NA
r398,w217,mk_2,109,0.5,28.5,NA,NA,regen,Hw,SN,-,missing,7.5,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r399,w74,mk_2,109,2.2,29,NA,NA,regen,Hw,LS,C,1,23.2,24.8,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r400,w39,mk_2,109,0.5,29.6,NA,NA,regen,Hw,LS,S,1,8.5,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r401,w15,mk_2,109,-1,30.4,NA,NA,regen,Hw,LS,I,1,11.7,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r402,w218,mk_2,109,1.2,30.5,NA,NA,regen,Hw,SN,-,missing,9,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r403,w100,mk_2,109,2.4,31.7,NA,NA,regen,Hw,LS,C,1,26.4,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r404,w50,mk_2,109,2.1,32,NA,NA,regen,Hw,LS,S,1,9,NA,N,-,NA,NA,NA,-,-,-,2,n,O,O,NA
r405,w219,mk_2,109,0.5,33.3,NA,NA,regen,Hw,SN,-,missing,15.2,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r406,w105,mk_2,110,-0.2,1.3,NA,NA,regen,Hw,LS,S,1,10.8,NA,Y,N,1,0,1,N,-,N,5,n,O,O,NA
r407,w17,mk_2,110,1.5,1.9,NA,NA,regen,Hw,LS,I,1,20,NA,Y,Y,2,1,0,Y,1,Y,n,n,O,O,NA
r408,w220,mk_2,110,-0.5,2.7,NA,NA,regen,Hw,DS,-,missing,5.2,NA,Y,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r409,w221,mk_2,110,-1.3,3.2,NA,NA,regen,Hw,DS,-,missing,4,NA,Y,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r410,w222,mk_2,110,-1.3,3.2,NA,NA,regen,Hw,SN,-,missing,5.2,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r411,w55,mk_2,110,2,8.9,NA,NA,regen,Hw,LS,C,1,22.5,NA,Y,Y,1,0,0,Y,1,N,n,n,O,O,NA
r412,w30,mk_2,110,2,8.9,NA,NA,regen,Hw,LS,S,2,7.2,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r413,w223,mk_2,110,0.5,9.1,NA,NA,regen,Cw,LS,S,2,5.6,NA,-,-,NA,NA,NA,-,-,-,n,n,DS,O,NA
r414,w14,mk_2,110,2.3,9.7,NA,NA,regen,Hw,LS,S,1,7.9,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r415,w9,mk_2,110,2.2,9.9,NA,NA,regen,Hw,LS,I,1,11,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r416,w65,mk_2,110,-1.6,12.4,NA,NA,regen,Hw,LS,C,1,26,20.5,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r417,w122,mk_2,110,-1.5,11.9,NA,NA,regen,Hw,LS,I,1,10.5,NA,Y,N,1,0,0,N,-,N,4,n,O,O,NA
r418,w224,mk_2,110,-1.1,11.8,NA,NA,regen,Hw,DS,-,missing,8.4,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r419,w225,mk_2,110,-0.9,12.5,NA,NA,regen,Hw,DS,-,missing,7.5,NA,Y,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r420,w28,mk_2,110,0.8,15.2,NA,NA,regen,Hw,LS,I,1,14.4,NA,Y,N,1,0,0,N,-,N,n,n,O,O,NA
r421,w11,mk_2,110,1.6,15.3,NA,NA,regen,Hw,LS,I,1,13,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r422,w226,mk_2,110,0.6,16.9,NA,NA,regen,Hw,SN,-,missing,6.4,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r423,w108,mk_2,110,-0.4,17.5,NA,NA,regen,Hw,LS,C,1,21.7,22.5,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r424,w31,mk_2,110,2.2,17.9,NA,NA,regen,Hw,LS,I,1,14,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r425,w227,mk_2,110,0.5,20.1,NA,NA,regen,Hw,DS,-,missing,6.7,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r426,w7,mk_2,110,1,20.2,NA,NA,regen,Hw,LS,I,1,12.7,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r427,w2,mk_2,110,-1,19.7,NA,NA,regen,Hw,LS,I,1,13.2,NA,N,-,NA,NA,NA,-,-,-,n,n,DS,O,NA
r428,w228,mk_2,110,-1.6,19.6,NA,NA,regen,Hw,SN,-,missing,7.9,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r429,w102,mk_2,110,-1.8,19.6,NA,NA,regen,Hw,LS,I,1,13.7,NA,N,-,NA,NA,NA,-,-,-,7,n,O,O,NA
r430,w24,mk_2,110,-1.9,19.4,NA,NA,regen,Hw,LS,I,1,13.4,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r431,w22,mk_2,110,-2.2,19,NA,NA,regen,Hw,LS,I,1,13.9,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r432,w229,mk_2,110,-2,19.6,NA,NA,regen,Hw,DS,-,missing,5.9,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r433,w230,mk_2,110,-2.4,20,NA,NA,regen,Hw,SN,-,missing,8.3,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r434,w29,mk_2,110,-1.9,22.4,NA,NA,regen,Hw,LL,I,1,11.6,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r435,w231,mk_2,110,0.5,21.3,NA,NA,regen,Hw,SN,-,missing,6.2,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r436,w232,mk_2,110,2.3,20.8,NA,NA,regen,Hw,SN,-,missing,8.3,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r437,w233,mk_2,110,2.3,20.8,NA,NA,regen,Hw,SN,-,missing,11.5,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r438,w234,mk_2,110,-0.9,23,NA,NA,regen,Hw,SN,-,missing,4.1,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r439,w69,mk_2,110,1.7,24.3,NA,NA,regen,Hw,LS,C,1,20.5,23.5,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r440,w235,mk_2,110,1.3,24.3,NA,NA,regen,Hw,DS,-,missing,4.6,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r441,w236,mk_2,110,1.5,24.9,NA,NA,regen,Hw,DS,-,missing,5.9,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r442,w49,mk_2,110,-0.6,25.4,NA,NA,regen,Hw,LS,C,1,22,23.2,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r443,w75,mk_2,110,2,28.1,NA,NA,regen,Hw,LL,I,2,11.3,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r444,w237,mk_2,110,1.1,28.2,NA,NA,regen,Hw,SN,-,missing,10,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r445,w238,mk_2,110,1.4,28.5,NA,NA,regen,Hw,SN,-,missing,8.2,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r446,w239,mk_2,110,2,29.2,NA,NA,regen,Hw,SN,-,missing,14,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r447,w70,mk_2,110,0,29,NA,NA,regen,Hw,LS,S,2,7.5,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r448,w240,mk_2,110,0.1,29.2,NA,NA,regen,Hw,DS,-,missing,6.9,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r449,w241,mk_2,110,0.6,29.7,NA,NA,regen,Hw,DS,-,missing,6.8,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r450,w58,mk_2,110,1.2,30.5,NA,NA,regen,Hw,LS,C,1,20.8,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r451,w242,mk_2,110,0.7,31.7,NA,NA,regen,Hw,SN,-,missing,7.3,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r452,w42,mk_2,110,-1.4,31.7,NA,NA,regen,Hw,LS,C,1,22.4,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r453,w72,mk_2,110,-1.4,31.7,NA,NA,regen,Hw,LS,S,1,9.1,NA,Y,N,0,0,1,N,-,N,n,n,O,O,NA
r454,w46,mk_2,110,-2,33.8,NA,NA,regen,Hw,LS,C,1,20.9,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r455,w26,mk_2,110,-2.1,33.6,NA,NA,regen,Hw,LS,S,2,4.4,NA,Y,N,0,0,1,N,-,N,n,n,O,O,NA
r456,y200,mk_3,115,2.1,0.2,NA,NA,regen,Hw,LS,S,1,4.3,NA,Y,Y,0,1,1,N,-,N,n,n,O,O,NA
r457,y111,mk_3,115,1.6,2.9,NA,NA,regen,Hw,LS,S,1,8.1,NA,N,-,NA,NA,NA,-,-,-,1,n,O,O,NA
r458,y201,mk_3,115,-1,0.3,NA,NA,regen,Hw,LL,S,1,9,NA,Y,Y,0,0,0,N,-,Y,1,n,O,O,NA
r459,y69,mk_3,115,-1.7,4.3,NA,NA,regen,Hw,LS,D,1,24,NA,Y,N,1,0,1,N,-,N,n,n,O,O,NA
r460,y17,mk_3,115,-1,4.7,NA,NA,regen,Hw,LS,S,1,7.5,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r461,y202,mk_3,115,1.1,7.3,NA,NA,regen,Dr,LS,D,1,19.3,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r462,y203,mk_3,115,-2.4,9.2,NA,NA,regen,Mv,LL,I,1,6.7,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r463,y204,mk_3,115,-1.1,10,NA,NA,regen,Mv,LS,I,1,5,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r464,y205,mk_3,115,-1.6,10.1,NA,NA,regen,Mv,LS,I,1,5.5,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r465,y206,mk_3,115,1.1,13.2,NA,NA,regen,Mv,LS,I,1,6,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r466,y207,mk_3,115,1.1,16.1,NA,NA,regen,Mv,LL,I,2,4.2,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r467,y208,mk_3,115,-1.9,17.6,NA,NA,regen,Mv,LS,I,1,4.2,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r468,y209,mk_3,115,0.4,18.3,NA,NA,regen,Mv,LS,I,1,4.7,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r469,y124,mk_3,115,-1,20,NA,NA,regen,Hw,LS,C,1,13.9,13.6,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r470,y210,mk_3,115,-2.4,20.1,NA,NA,regen,Hw,LS,S,1,5.2,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r471,y1,mk_3,115,2.2,20.8,NA,NA,regen,Hw,LS,I,1,6.6,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r472,y211,mk_3,115,1.1,21.7,NA,NA,regen,Hw,LS,S,1,5.6,NA,N,-,NA,NA,NA,-,-,-,1,n,DS,O,NA
r473,y212,mk_3,115,-0.4,22.3,NA,NA,regen,Cw,LS,C,1,18.9,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r474,y213,mk_3,120,0.8,1.6,NA,NA,regen,Hw,DS,-,1,4.3,NA,Y,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r475,y214,mk_3,120,0.2,1.9,NA,NA,regen,Hw,LS,S,1,5.7,NA,Y,N,0,1,0,N,-,Y,n,n,O,O,NA
r476,y215,mk_3,120,-1.5,1.7,NA,NA,regen,Hw,LS,S,1,6.9,NA,Y,N,1,0,0,N,-,N,n,n,O,O,NA
r477,y216,mk_3,120,-1.7,2.5,NA,NA,regen,Hw,LS,S,1,4.5,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r478,y217,mk_3,120,-1.5,3,NA,NA,regen,Hw,SN,-,missing,6.1,NA,Y,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r479,y218,mk_3,120,-0.7,2.5,NA,NA,regen,Hw,LL,S,2,5.8,NA,Y,N,0,0,1,N,-,Y,n,n,O,O,NA
r480,y219,mk_3,120,-0.8,2.4,NA,NA,regen,Hw,SN,-,missing,5.5,NA,Y,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r481,y220,mk_3,120,0.6,2.8,NA,NA,regen,Hw,LL,S,1,6.3,NA,Y,N,0,1,0,N,-,Y,n,n,O,O,NA
r482,y221,mk_3,120,1.4,2.9,NA,NA,regen,Hw,LS,S,1,4.5,NA,Y,N,0,0,1,N,-,N,n,n,O,O,NA
r483,y222,mk_3,120,1.8,3.2,NA,NA,regen,Hw,LL,S,2,4.1,NA,N,-,NA,NA,NA,-,-,-,5,n,O,O,NA
r484,y107,mk_3,120,-0.7,6.9,NA,NA,regen,Hw,LS,C,1,12.5,10.9,Y,N,1,1,0,N,-,N,n,n,AX,O,NA
r485,y61,mk_3,120,1.8,8.6,NA,NA,regen,Hw,LS,C,1,16.6,12.8,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r486,y223,mk_3,120,0,10.1,NA,NA,regen,Hw,LS,S,1,5.8,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r487,y224,mk_3,120,0.9,11.3,NA,NA,regen,Ep,LS,D,1,20.6,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r488,y225,mk_3,121,-0.6,2,NA,NA,regen,Hw,LS,S,1,5.2,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r489,y226,mk_3,121,1,3.1,NA,NA,regen,Hw,LS,S,1,4.3,NA,N,-,NA,NA,NA,-,-,-,1,n,O,O,NA
r490,y227,mk_3,121,1,3.2,NA,NA,regen,Hw,LS,S,1,4.3,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r491,y228,mk_3,121,0.4,3.4,NA,NA,regen,Hw,LS,S,1,5.9,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r492,y229,mk_3,121,1.8,4.1,NA,NA,regen,Cw,LL,S,1,5.4,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r493,y230,mk_3,121,0.1,3.9,NA,NA,regen,Hw,LS,S,2,4.6,NA,N,-,NA,NA,NA,-,-,-,4,n,O,O,NA
r494,y231,mk_3,121,0.3,4.2,NA,NA,regen,Hw,LS,S,1,5,NA,N,-,NA,NA,NA,-,-,-,4,1,O,O,NA
r495,y232,mk_3,121,0.5,4.5,NA,NA,regen,Hw,LS,S,1,4.5,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r496,y233,mk_3,121,-0.8,3.9,NA,NA,regen,Hw,LS,S,1,7,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r497,y234,mk_3,121,-1.9,4.5,NA,NA,regen,Hw,LS,S,1,8.2,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r498,y235,mk_3,121,-1.7,5.1,NA,NA,regen,Hw,LS,S,1,5.2,NA,N,-,NA,NA,NA,-,-,-,5,n,O,O,NA
r499,y236,mk_3,121,-2,4.9,NA,NA,regen,Hw,LS,S,1,4.1,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r500,y237,mk_3,121,-2.2,4.9,NA,NA,regen,Hw,LS,S,1,4.1,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r501,y238,mk_3,121,-2.2,5.3,NA,NA,regen,Hw,LS,S,1,6.6,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r502,y239,mk_3,121,2.3,7.4,NA,NA,regen,Hw,LS,S,1,7.8,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r503,y240,mk_3,121,1.4,7.8,NA,NA,regen,Hw,SN,-,1,5,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r504,y113,mk_3,121,0.8,9.7,NA,NA,regen,Hw,LS,I,1,8.5,NA,N,-,NA,NA,NA,-,-,-,1,n,O,O,NA
r505,y65,mk_3,121,-0.8,8.7,NA,NA,regen,Hw,LS,D,1,24,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r506,y241,mk_3,121,-0.4,9.6,NA,NA,regen,Hw,DS,-,missing,4,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r507,y103,mk_3,121,-1,9.7,NA,NA,regen,Hw,LS,C,1,12.4,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r508,y242,mk_3,121,-1,9.9,NA,NA,regen,Hw,LS,S,2,4.6,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r509,y119,mk_3,121,-0.6,10.1,NA,NA,regen,Hw,LS,I,1,9.2,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r510,y243,mk_3,121,-2.5,9,NA,NA,regen,Hw,LS,S,1,5.9,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r511,y244,mk_3,121,0,12.6,NA,NA,regen,Cw,LS,S,1,8.4,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r512,y245,mk_3,121,-1.9,10.3,NA,NA,regen,Cw,LS,I,1,11.8,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r513,y63,mk_3,121,1.1,12.4,NA,NA,regen,Hw,LS,C,1,13.5,16.1,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r514,y101,mk_3,121,1.2,12.5,NA,NA,regen,Hw,LS,C,1,11.7,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r515,y7,mk_3,121,1.2,13.2,NA,NA,regen,Hw,LS,C,1,11.7,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r516,y246,mk_3,121,1.7,14,NA,NA,regen,Cw,LS,C,1,14.5,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r517,y247,mk_3,121,-0.3,14.4,NA,NA,regen,Cw,LS,S,1,6.9,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r518,y248,mk_3,121,1.4,14.1,NA,NA,regen,Hw,DS,-,missing,4,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r519,y249,mk_3,121,1.6,15.7,NA,NA,regen,Dr,LS,I,1,5.6,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r520,y8,mk_3,121,-0.7,14.4,NA,NA,regen,Hw,LS,S,1,11.9,13.3,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r521,y250,mk_3,121,-1.6,15.2,NA,NA,regen,Cw,LS,C,2,5.4,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r522,w100,mk_1,100,-0.6,0.6,NA,NA,regen,Fd,LL,C,1,8.5,NA,-,-,NA,NA,NA,-,-,-,2,n,O,O,NA
r523,w123,mk_1,100,0,0.9,NA,NA,regen,Fd,LL,C,1,5.1,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r524,w65,mk_1,100,-0.9,2.8,NA,NA,regen,Hw,LS,C,1,8.9,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r525,w18,mk_1,100,0.3,1.9,NA,NA,regen,Hw,LS,D,1,19.5,NA,Y,Y,2,1,1,N,-,N,n,n,O,O,NA
r526,w67,mk_1,100,1.4,3.7,NA,NA,regen,Hw,LL,C,1,11.8,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r527,w66,mk_1,100,0,5.2,NA,NA,regen,Hw,LS,S,2,7.5,NA,Y,Y,1,0,1,N,-,N,4,n,O,O,NA
