tree_id,flag_id,site_id,plot_id,dist_x_tr,dist_y_tr,dist_sm,az_sm,tree_type,spp,status,crown_class,crown_cond,dbh,height,hdm_pa,b_lc,dmr_l,dmr_m,dmr_u,broom_pa,broom_pos,stem_pa,path_ind_1,path_ind_2,dam_agent_1,dam_agent_2,notes
r528,w64,mk_1,100,-2.1,5.3,NA,NA,regen,Hw,LS,D,1,17.1,NA,Y,Y,1,0,0,N,-,N,n,n,O,O,NA
r529,w59,mk_1,100,1.1,5.7,NA,NA,regen,Hw,LS,D,1,18,NA,Y,N,1,1,0,N,-,N,n,n,O,O,NA
r530,w50,mk_1,100,1.4,6.2,NA,NA,regen,Hw,LS,S,1,7.6,NA,N,-,NA,NA,NA,-,-,-,1,n,O,O,NA
r531,w103,mk_1,100,0.8,6.3,NA,NA,regen,Hw,LS,I,1,8.7,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r532,w71,mk_1,100,1.2,6.2,NA,NA,regen,Hw,LS,S,1,6,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r533,w121,mk_1,100,1.3,6.4,NA,NA,regen,Hw,LS,C,1,11.8,NA,Y,Y,0,0,0,N,-,N,n,n,O,O,NA
r534,w49,mk_1,100,1.1,8.4,NA,NA,regen,Hw,LS,I,1,8.1,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r535,w36,mk_1,100,-2.1,12.6,NA,NA,regen,Hw,LS,I,1,8.6,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r536,w104,mk_1,100,-2.3,14,NA,NA,regen,Hw,LS,I,1,9,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r537,w21,mk_1,100,-0.7,15,NA,NA,regen,Hw,SN,-,missing,8.5,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r538,w5,mk_1,100,0.4,15,NA,NA,regen,Hw,LS,C,1,13.1,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r539,w117,mk_1,100,-0.2,15.2,NA,NA,regen,Hw,LS,I,1,7.8,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r540,w118,mk_1,100,-2.5,15.1,NA,NA,regen,Hw,LS,S,1,4.8,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r541,w119,mk_1,100,-2.3,15.8,NA,NA,regen,Hw,LS,S,1,5.1,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r542,w20,mk_1,100,-0.5,16.9,NA,NA,regen,Hw,LS,C,1,10.5,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r543,w116,mk_1,100,-1.1,17,NA,NA,regen,Hw,LS,I,1,10.4,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r544,w9,mk_1,100,1.1,17.1,NA,NA,regen,Hw,LS,C,1,12.4,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r545,w19,mk_1,100,-0.1,17.3,NA,NA,regen,Hw,DS,-,missing,4.2,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r546,w24,mk_1,100,-0.8,17.4,NA,NA,regen,Hw,LS,S,1,5.3,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r547,w30,mk_1,100,-1.3,17.4,NA,NA,regen,Hw,LS,S,2,6,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r548,w42,mk_1,100,0.6,18.3,NA,NA,regen,Hw,LS,C,2,12.5,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r549,w55,mk_1,100,2.5,18.3,NA,NA,regen,Hw,LS,I,1,8,NA,N,-,NA,NA,NA,-,-,-,1,n,O,O,NA
r550,w76,mk_1,100,-0.3,19.1,NA,NA,regen,Cw,LS,D,1,31,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r551,w68,mk_1,100,-1.5,4.1,NA,NA,regen,Hw,LS,S,2,4.1,NA,N,-,NA,NA,NA,-,-,-,1,n,O,O,NA
r552,w62,mk_1,100,2.2,19.2,NA,NA,regen,Hw,LS,S,1,7.1,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r553,w54,mk_1,100,2.2,19.2,NA,NA,regen,Hw,LS,S,1,7.3,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r554,w29,mk_1,100,1.8,19.7,NA,NA,regen,Hw,LS,I,1,7.6,NA,Y,Y,0,0,0,N,-,missing,n,n,O,O,NA
r555,w63,mk_1,100,-2.2,21.7,NA,NA,regen,Hw,LS,I,1,9.3,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r556,y5,mk_1,101,-2.1,1,NA,NA,regen,Hw,LL,S,1,8.2,NA,Y,Y,0,0,1,N,-,missing,n,n,O,O,NA
r557,y126,mk_1,101,1.4,1.3,NA,NA,regen,Hw,LS,C,1,10.9,NA,Y,Y,1,0,0,N,-,missing,n,n,O,O,NA
r558,y37,mk_1,101,0,1.9,NA,NA,regen,Hw,LS,S,1,7.4,NA,Y,N,1,0,0,N,-,missing,n,n,O,O,NA
r559,y57,mk_1,101,-1.7,2.9,NA,NA,regen,Hw,LS,I,1,6,NA,N,-,NA,NA,NA,-,-,-,2,n,O,O,NA
r560,y103,mk_1,101,2.3,3.4,NA,NA,regen,Hw,LS,C,1,23.2,NA,Y,Y,2,1,1,Y,1,Y,n,n,O,O,NA
r561,y4,mk_1,101,2,4.4,NA,NA,regen,U,SN,-,missing,9.8,NA,-,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r562,y130,mk_1,101,1.4,4.6,NA,NA,regen,Hw,DS,-,missing,7.7,NA,Y,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r563,y14,mk_1,101,-1.6,5,NA,NA,regen,Hw,LS,C,1,15.5,NA,Y,Y,1,0,0,N,-,N,n,n,O,O,NA
r564,y119,mk_1,101,-1.2,5,NA,NA,regen,Hw,DS,-,missing,6.1,NA,N,-,NA,NA,NA,-,-,-,-,-,U,O,NA
r565,y111,mk_1,101,-1.3,5.6,NA,NA,regen,Hw,DS,-,missing,7,NA,N,-,NA,NA,NA,-,-,-,-,-,U,O,NA
r566,y105,mk_1,101,-1,5.9,NA,NA,regen,Hw,LS,C,1,11,NA,Y,N,1,0,0,N,-,N,n,n,O,O,NA
r567,y2,mk_1,101,-0.7,6,NA,NA,regen,Hw,DS,-,missing,5.6,NA,N,-,NA,NA,NA,-,-,-,-,-,U,O,NA
r568,y38,mk_1,101,2.2,5.8,NA,NA,regen,Hw,LS,C,1,19.4,NA,Y,Y,2,1,1,Y,1,N,n,n,O,O,NA
r569,y58,mk_1,101,2.4,5.8,NA,NA,regen,Hw,LS,C,1,10.3,NA,Y,Y,0,0,0,N,-,N,2,n,O,O,NA
r570,y200,mk_1,101,0.8,6.7,NA,NA,regen,Hw,LS,S,1,5.4,NA,Y,Y,1,0,0,N,-,N,1,n,O,O,NA
r571,y201,mk_1,101,-0.5,6.7,NA,NA,regen,Hw,DS,-,missing,4.4,NA,N,-,NA,NA,NA,-,-,-,-,-,U,O,NA
r572,y202,mk_1,101,-2.3,7.4,NA,NA,regen,Hw,DS,-,missing,6.8,NA,N,-,NA,NA,NA,-,-,-,-,-,U,O,NA
r573,y203,mk_1,101,0,7.7,NA,NA,regen,Dr,DS,-,missing,8.5,NA,-,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r574,y204,mk_1,101,0.7,9,NA,NA,regen,Hw,LS,C,1,18.9,NA,Y,Y,2,1,0,N,-,N,n,n,O,O,NA
r575,y205,mk_1,101,1.2,10.4,NA,NA,regen,Hw,LS,C,2,21.8,NA,Y,Y,2,1,0,Y,1,Y,n,n,O,O,NA
r576,y206,mk_1,101,0.9,9.9,NA,NA,regen,Hw,LS,S,2,6.7,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r577,y207,mk_1,101,1.7,10.3,NA,NA,regen,Hw,DS,-,missing,5,NA,N,-,NA,NA,NA,-,-,-,-,-,U,O,NA
r578,y208,mk_1,101,1.8,10.3,NA,NA,regen,Dr,LL,I,2,7.9,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r579,y209,mk_1,101,-2.3,10.4,NA,NA,regen,Hw,LS,C,2,19.3,NA,Y,N,1,0,0,N,-,N,n,n,O,O,NA
r580,y210,mk_1,101,-2.3,10.4,NA,NA,regen,Hw,LS,I,1,11.3,NA,Y,N,1,0,0,N,-,N,n,n,O,O,NA
r581,y211,mk_1,101,-2.3,12,NA,NA,regen,Hw,LS,I,1,11.7,NA,Y,Y,0,0,0,N,-,N,n,n,O,O,NA
r582,y212,mk_1,101,-1.8,12.7,NA,NA,regen,Hw,LS,I,2,11.9,NA,Y,Y,1,1,0,N,-,N,n,n,O,O,NA
r583,y213,mk_1,101,0.1,11.7,NA,NA,regen,Dr,LS,I,1,9.4,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r584,y214,mk_1,101,-0.4,12.7,NA,NA,regen,Hw,DS,-,missing,5.7,NA,N,-,NA,NA,NA,-,-,-,-,-,U,O,NA
r585,y215,mk_1,101,1.5,11.8,NA,NA,regen,Hw,LS,S,2,6.8,NA,Y,N,0,1,0,N,-,N,n,n,O,O,NA
r586,y216,mk_1,101,2.2,12.4,NA,NA,regen,Hw,LS,C,1,15.3,NA,Y,N,1,0,0,N,-,N,n,n,O,O,NA
r587,y217,mk_1,101,-0.9,12.4,NA,NA,regen,Hw,LS,C,1,13.6,NA,Y,Y,1,0,0,Y,8,N,n,n,O,O,NA
r588,y218,mk_1,101,0.2,12.9,NA,NA,regen,Hw,DS,-,missing,5.7,NA,N,-,NA,NA,NA,-,-,-,-,-,U,O,NA
r589,y219,mk_1,101,0.6,13.4,NA,NA,regen,Hw,LS,C,2,15.3,NA,Y,Y,1,0,0,N,-,N,4,n,O,O,NA
r590,y220,mk_1,101,1.1,13.7,NA,NA,regen,Hw,LS,S,2,10.3,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r591,y221,mk_1,101,1.3,14.5,NA,NA,regen,Hw,LS,C,1,10.8,NA,Y,Y,1,0,0,N,-,N,n,n,O,O,NA
r592,y222,mk_1,101,-0.1,13.9,NA,NA,regen,Hw,LS,C,1,16.2,NA,Y,Y,0,0,0,N,-,N,n,n,O,O,NA
r593,y223,mk_1,101,-2.3,13.4,NA,NA,regen,Hw,LS,I,1,9.2,NA,Y,Y,0,0,0,N,-,N,n,n,O,O,NA
r594,y224,mk_1,101,-0.8,14.4,NA,NA,regen,Hw,DS,-,missing,4.9,NA,N,-,NA,NA,NA,-,-,-,-,-,U,O,NA
r595,y225,mk_1,101,-1.7,14.6,NA,NA,regen,Hw,LS,C,1,16.7,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r596,y226,mk_1,101,-2.1,14.6,NA,NA,regen,Hw,LS,S,2,7.1,NA,N,-,NA,NA,NA,-,-,-,5,n,O,O,NA
r597,y227,mk_1,101,-1.9,14.7,NA,NA,regen,Hw,DS,-,missing,5.7,NA,N,-,NA,NA,NA,-,-,-,-,-,U,O,NA
r598,y228,mk_1,101,1.4,16,NA,NA,regen,Hw,LS,C,1,18.2,NA,Y,Y,1,0,0,Y,8,Y,n,n,O,O,NA
r599,y229,mk_1,101,2.4,15.8,NA,NA,regen,Hw,LS,C,2,17.7,NA,Y,N,1,0,0,N,-,N,n,n,O,O,NA
r600,y230,mk_1,101,-2.5,16,NA,NA,regen,Hw,LS,C,1,13.5,NA,Y,Y,0,0,0,N,-,N,n,n,O,O,NA
r601,y231,mk_1,101,-2.3,16.1,NA,NA,regen,Hw,DS,-,missing,5.4,NA,N,-,NA,NA,NA,-,-,-,-,-,U,O,NA
r602,y232,mk_1,101,-2.2,16.4,NA,NA,regen,Hw,LS,C,2,9.9,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r603,y233,mk_1,101,0.1,18.2,NA,NA,regen,Hw,LS,C,1,15,NA,Y,Y,0,0,0,Y,8,N,n,n,O,O,NA
r604,y234,mk_1,101,0.4,19,NA,NA,regen,Hw,LS,C,1,18.3,NA,Y,Y,0,0,0,N,-,N,n,n,O,O,NA
r605,y235,mk_1,101,-2.3,19.9,NA,NA,regen,Hw,LS,I,1,9.3,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r606,y236,mk_1,101,-1.9,20.3,NA,NA,regen,Hw,LS,C,1,20.3,NA,Y,N,0,1,0,N,-,N,n,n,O,O,NA
r607,y237,mk_1,101,-2.1,21,NA,NA,regen,Hw,LS,C,1,15.1,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r608,y238,mk_1,101,-2.3,21,NA,NA,regen,Hw,LS,S,1,6.2,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r609,y239,mk_1,101,-2.2,21.5,NA,NA,regen,Hw,SN,-,missing,6.3,NA,N,-,NA,NA,NA,-,-,-,-,-,U,O,NA
r610,y240,mk_1,101,1.8,20.2,NA,NA,regen,Hw,LS,I,1,10,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r611,y241,mk_1,101,2,20.3,NA,NA,regen,Hw,LS,I,1,9.4,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r612,y242,mk_1,101,1.5,21,NA,NA,regen,Fd,LS,C,2,11.8,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r613,y243,mk_1,102,0,3.4,NA,NA,regen,Cw,LL,I,1,5.5,NA,-,-,NA,NA,NA,-,-,-,n,n,NW,O,NA
r614,y244,mk_1,102,0.9,3.5,NA,NA,regen,Hw,LL,I,1,8.8,NA,N,-,NA,NA,NA,-,-,-,n,n,NW,O,NA
r615,y245,mk_1,102,0.9,3.5,NA,NA,regen,Hw,LL,I,2,5.7,NA,N,-,NA,NA,NA,-,-,-,n,n,NW,O,NA
r616,y246,mk_1,102,0.6,4.2,NA,NA,regen,Hw,DS,-,missing,8.6,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r617,y247,mk_1,102,2,3.9,NA,NA,regen,Hw,LL,S,1,10.7,NA,N,-,NA,NA,NA,-,-,-,n,n,DD,O,NA
r618,y248,mk_1,102,-2,4,NA,NA,regen,Hw,LS,S,1,5.3,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r619,y249,mk_1,102,-1.7,5.1,NA,NA,regen,Hw,LS,C,1,17,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r620,y250,mk_1,102,-2.1,5,NA,NA,regen,Hw,LS,I,1,11.2,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r621,y251,mk_1,102,0.6,5.7,NA,NA,regen,Hw,LS,S,1,7,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r622,y252,mk_1,102,2.5,6.4,NA,NA,regen,Hw,DS,-,missing,4.8,NA,N,-,NA,NA,NA,-,-,-,-,-,NF,O,NA
r623,y253,mk_1,102,-2.4,6.3,NA,NA,regen,Hw,LS,S,1,5.8,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r624,y254,mk_1,102,-1.5,7.7,NA,NA,regen,Hw,LS,I,1,11.1,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r625,y255,mk_1,102,-1.4,8.4,NA,NA,regen,Hw,LS,I,1,9.3,NA,N,-,NA,NA,NA,-,-,-,1,n,O,O,NA
r626,y256,mk_1,102,-0.4,9.5,NA,NA,regen,Hw,LS,S,1,5.7,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r627,y257,mk_1,102,-1.8,10.5,NA,NA,regen,Hw,LS,C,1,14.6,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r628,y258,mk_1,102,-2.2,14.4,NA,NA,regen,Hw,LS,C,1,21,19.5,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r629,y259,mk_1,102,-1,15.9,NA,NA,regen,Hw,LS,S,1,7.6,NA,N,-,NA,NA,NA,-,-,-,1,n,O,O,NA
r630,y260,mk_1,102,-1.6,16.1,NA,NA,regen,Hw,DS,-,missing,4.1,NA,N,-,NA,NA,NA,-,-,-,-,-,U,O,NA
r631,y261,mk_1,102,-1.2,17.1,NA,NA,regen,Hw,LS,C,1,13.6,15.6,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r632,y262,mk_1,102,-2,17.7,NA,NA,regen,Hw,LS,I,1,10.5,NA,N,-,NA,NA,NA,-,-,-,1,n,O,O,NA
r633,y263,mk_1,102,0.6,16.7,NA,NA,regen,Hw,LS,C,1,13.5,17,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r634,y264,mk_1,102,0.9,16,NA,NA,regen,Hw,LS,C,1,20,18.3,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r635,y265,mk_1,102,1.5,15.8,NA,NA,regen,Hw,LS,I,1,10.8,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r636,y266,mk_1,102,1.9,17.8,NA,NA,regen,Hw,LS,C,1,19,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r637,y267,mk_1,102,1.5,18.6,NA,NA,regen,Cw,DS,-,missing,5.3,NA,-,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r638,y268,mk_1,102,1.5,18.6,NA,NA,regen,Cw,LS,I,1,11.5,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r639,y269,mk_1,102,1.5,18.6,NA,NA,regen,Cw,LS,I,1,6.3,NA,-,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r640,y270,mk_1,102,0.7,20.7,NA,NA,regen,Hw,LS,C,1,16.4,17.8,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r641,y271,mk_1,102,-1.1,20.8,NA,NA,regen,Cw,LS,S,1,8,NA,-,-,NA,NA,NA,-,-,-,1,n,O,O,NA
r642,y272,mk_1,102,-2.4,21.3,NA,NA,regen,Cw,LS,S,1,6,NA,-,-,NA,NA,NA,-,-,-,5,n,O,O,NA
r643,y273,mk_1,102,1.1,22.1,NA,NA,regen,Hw,DS,-,missing,5.1,NA,N,-,NA,NA,NA,-,-,-,-,-,U,O,NA
r644,y274,mk_1,102,2,22,NA,NA,regen,Hw,LS,S,1,4.3,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r645,w52,mi_2,122,-0.3,0.9,NA,NA,regen,Hw,LS,I,1,7.5,NA,Y,Y,0,1,0,N,-,N,n,n,O,O,NA
r646,w62,mi_2,122,-1,1.3,NA,NA,regen,Hw,LS,I,2,4.1,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r647,w101,mi_2,122,-0.7,2.6,NA,NA,regen,Hw,LS,I,2,4.9,NA,Y,Y,0,0,0,N,-,N,n,n,O,O,NA
r648,w40,mi_2,122,-0.2,2.9,NA,NA,regen,Hw,LS,I,1,7.2,NA,Y,Y,1,1,0,N,-,N,1,n,O,O,NA
r649,w43,mi_2,122,-1.9,2.9,NA,NA,regen,Hw,LS,I,1,5.6,NA,Y,Y,0,1,0,N,-,N,1,n,O,O,NA
r650,w112,mi_2,122,-2.5,3.4,NA,NA,regen,Hw,LS,I,1,9.4,NA,Y,Y,0,1,0,N,-,N,n,n,O,O,NA
r651,w123,mi_2,122,1.5,3.1,NA,NA,regen,Hw,LS,I,1,10.7,NA,Y,Y,2,2,1,N,-,N,1,n,O,O,NA
r652,w6,mi_2,122,0.6,5,NA,NA,regen,Hw,LS,I,2,10.2,NA,Y,Y,1,0,0,N,-,N,1,n,O,O,NA
r653,w51,mi_2,122,2.5,5.3,NA,NA,regen,Hw,LS,C,1,14.9,NA,Y,Y,1,1,1,N,-,N,n,n,O,O,NA
r654,w21,mi_2,122,2.3,6.2,NA,NA,regen,Hw,LS,I,1,10.9,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r655,w60,mi_2,122,-0.9,5.6,NA,NA,regen,Hw,LS,C,1,11.4,NA,Y,Y,1,1,0,N,-,N,n,n,O,O,NA
r656,w75,mi_2,122,-1.1,6.4,NA,NA,regen,Fd,DS,-,missing,8.8,NA,-,-,NA,NA,NA,-,-,-,-,-,DR,O,NA; Armillaria confirmed
r657,w2,mi_2,122,0.7,10.5,NA,NA,regen,Hw,LS,S,1,7.3,NA,N,-,NA,NA,NA,-,-,-,1,n,O,O,NA
r658,w41,mi_2,122,0.5,10.7,NA,NA,regen,Hw,LS,C,1,19.9,NA,Y,Y,1,1,0,N,-,N,n,n,IB,AX,Forked with r660 and r657
r659,w70,mi_2,122,1.1,11.5,NA,NA,regen,Hw,LS,C,1,21.3,NA,Y,Y,1,1,0,N,-,N,n,n,O,O,NA
r660,w73,mi_2,122,0.9,11.7,NA,NA,regen,Hw,LS,I,1,11.5,NA,Y,N,0,1,0,N,-,N,n,n,O,O,NA
r661,w45,mi_2,122,2.1,12.3,NA,NA,regen,Cw,LS,I,1,8.3,NA,-,-,NA,NA,NA,-,-,-,1,n,O,O,NA
r662,w59,mi_2,122,-0.1,11,NA,NA,regen,Ep,SN,-,missing,6.4,NA,-,-,NA,NA,NA,-,-,-,-,-,U,O,NA
r663,w4,mi_2,122,-1.2,15.2,NA,NA,regen,Hw,LS,C,1,19.1,NA,Y,Y,1,0,0,N,-,N,n,n,IB,O,NA
r664,w10,mi_2,122,-1.1,15.4,NA,NA,regen,Hw,LS,C,1,15.7,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r665,w16,mi_2,122,-1.6,15.5,NA,NA,regen,Hw,LS,S,2,5.3,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r666,w100,mi_2,122,-2.1,16.3,NA,NA,regen,Hw,LS,I,1,11.3,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r667,w48,mi_2,122,2.1,14.4,NA,NA,regen,Hw,LS,C,1,19.7,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r668,w108,mi_2,122,1.4,16.9,NA,NA,regen,Ep,LL,I,1,9.8,NA,-,-,NA,NA,NA,-,-,-,2,n,NX,O,NA
r669,y67,mi_2,124,-1.1,1.9,NA,NA,regen,Hw,LS,S,1,4.9,NA,Y,Y,1,0,0,N,-,N,n,n,O,O,NA
r670,y11,mi_2,124,-1.2,2.2,NA,NA,regen,Hw,LS,I,1,7,NA,Y,Y,0,0,0,N,-,N,n,n,O,O,NA
r671,y122,mi_2,124,-1.1,2.6,NA,NA,regen,Hw,LS,I,1,5.8,NA,Y,Y,0,0,0,N,-,N,n,n,O,O,NA
r672,y30,mi_2,124,1.9,1.2,NA,NA,regen,Hw,LS,I,1,5.3,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r673,y66,mi_2,124,0.5,3.2,NA,NA,regen,Hw,LS,I,1,8,NA,Y,Y,0,0,0,N,-,N,n,n,O,O,NA
r674,y38,mi_2,124,-2.2,3.7,NA,NA,regen,Hw,DS,-,missing,4.6,NA,Y,-,NA,NA,NA,-,-,-,-,-,DR,O,NA; Armillaria confirmed
r675,y63,mi_2,124,-1.8,5.1,NA,NA,regen,Hw,LS,I,1,9,NA,Y,N,1,0,0,N,-,N,n,n,O,O,NA
r676,y31,mi_2,124,-1.5,6.6,NA,NA,regen,Hw,SN,-,missing,6.9,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r677,y10,mi_2,124,-2,7,NA,NA,regen,Hw,LS,C,1,16,NA,Y,Y,0,0,0,N,-,N,n,n,O,O,NA
r678,y106,mi_2,124,-0.5,8,NA,NA,regen,Hw,LS,S,1,8.3,NA,Y,N,1,1,0,N,-,N,n,n,O,O,NA
r679,y110,mi_2,124,-0.2,8.2,NA,NA,regen,Hw,LS,C,1,18.9,NA,Y,Y,1,1,0,N,-,N,n,n,O,O,NA
r680,y27,mi_2,124,1.6,7.4,NA,NA,regen,Hw,LL,S,2,4,NA,Y,N,0,0,1,N,-,N,n,n,O,O,NA
r681,y123,mi_2,124,2.3,7.6,NA,NA,regen,Hw,LS,S,1,5.2,NA,Y,N,1,0,0,N,-,N,n,n,O,O,NA
r682,y102,mi_2,124,1.5,8.1,NA,NA,regen,Hw,LS,I,1,11.5,NA,Y,Y,1,0,0,N,-,N,n,n,O,O,NA
r683,y26,mi_2,124,2.4,8.4,NA,NA,regen,Hw,DS,-,missing,8.7,NA,Y,-,NA,NA,NA,-,-,-,-,-,U,O,NA
r684,y107,mi_2,124,2,8.8,NA,NA,regen,Hw,DS,-,missing,4,NA,N,-,NA,NA,NA,-,-,-,-,-,O,O,NA
r685,y101,mi_2,124,1.9,8.8,NA,NA,regen,Hw,LS,S,2,6.1,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r686,y13,mi_2,124,1.7,9,NA,NA,regen,Hw,DS,-,missing,4.8,NA,Y,-,NA,NA,NA,-,-,-,-,-,U,O,NA
r687,y35,mi_2,124,1.1,9.5,NA,NA,regen,Hw,LS,S,1,6.3,NA,Y,Y,0,0,0,N,-,N,1,n,O,O,NA
r688,y64,mi_2,124,2.1,11.3,NA,NA,regen,Hw,LS,S,1,4.5,NA,Y,Y,1,0,0,N,-,N,n,n,O,O,NA
r689,y65,mi_2,124,2.2,11.3,NA,NA,regen,Hw,LS,S,1,5.2,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r690,y21,mi_2,124,2.4,11.9,NA,NA,regen,Hw,LS,C,1,15.9,NA,Y,Y,0,0,0,N,-,N,n,n,O,O,NA
r691,y55,mi_2,124,1.9,13.8,NA,NA,regen,Hw,DS,-,missing,4.6,NA,N,-,NA,NA,NA,-,-,-,-,-,U,O,NA
r692,y118,mi_2,124,2.3,13.8,NA,NA,regen,Hw,LS,S,1,7,NA,Y,N,1,0,1,N,-,N,n,n,O,O,NA
r693,y125,mi_2,124,2.2,14.5,NA,NA,regen,Hw,LS,C,1,11.4,NA,Y,Y,0,0,0,N,-,N,n,n,O,O,NA
r694,y68,mi_2,124,-2.3,12.2,NA,NA,regen,Hw,LS,C,1,14.5,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r695,y4,mi_2,124,-2.5,12.5,NA,NA,regen,Hw,LS,C,1,15.3,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r696,y114,mi_2,124,-0.4,13.6,NA,NA,regen,Hw,LS,S,1,6.4,NA,Y,Y,0,0,0,N,-,N,n,n,O,O,NA
r697,y115,mi_2,124,-0.1,14.3,NA,NA,regen,Hw,LS,C,1,14,NA,Y,N,1,0,0,N,-,N,n,n,O,O,NA
r698,y105,mi_2,124,-0.4,14.2,NA,NA,regen,Hw,LS,S,1,6,NA,N,-,NA,NA,NA,-,-,-,1,n,O,O,NA
r699,y124,mi_2,124,-0.3,15.4,NA,NA,regen,Hw,LS,C,1,15.2,NA,N,-,NA,NA,NA,-,-,-,n,n,O,O,NA
r700,y128,mi_2,124,-0.9,15.6,NA,NA,regen,Hw,DS,-,missing,4.6,NA,Y,-,NA,NA,NA,-,-,-,-,-,DR,O,NA; Armillaria confirmed
r701,y70,mi_2,124,-1.3,15.4,NA,NA,regen,Hw,DS,-,missing,4,NA,N,-,NA,NA,NA,-,-,-,-,-,DR,O,NA; Armillaria confirmed
r702,y40,mi_2,124,-1.3,15.6,NA,NA,regen,Hw,LS,S,2,5.9,NA,N,-,NA,NA,NA,-,-,-,1,n,O,O,NA
r703,y58,mi_2,124,-2,15.2,NA,NA,regen,Hw,LS,S,2,4.5,NA,Y,Y,0,0,0,N,-,N,n,n,O,O,NA
r704,y129,mi_2,124,-2.2,15.2,NA,NA,regen,Hw,LS,S,missing,5.6,NA,N,-,NA,NA,NA,-,-,-,1,n,O,O,NA
