SITE_IDENTIFIER,schedule,IP_UTM,IP_NRTH,IP_EAST,BC_ALBERS_X,BC_ALBERS_Y,Longitude,Latitude,TSA,TSA_DESC,TFL,FIZ,BEC_ZONE,BEC_SBZ,BEC_VAR,owner,SAMPLE_ESTABLISHMENT_TYPE,TOTAL_PERIOD,MGMT_UNIT,OWN_SCHED_DESCRIP,GRID_BASE,GRID_SIZE,SITE_STATUS_CODE
4000622,N,9,5595250,676286,963460.916851264,607622.590676313,-126.515095763973,50.4826859306303,48,North Island TSA,,B,CWH,vm,1,60,PSP_G,36,TSA48_NorthIsland,Crown - Conservancy Area/Ecological Reserve/Protected Area/Provincial Park,,,A
4000623,N,9,5595225,676412,963585.728772674,607592.463675999,-126.513333257777,50.4824233965261,48,North Island TSA,,B,CWH,vm,1,60,PSP_G,36,TSA48_NorthIsland,Crown - Conservancy Area/Ecological Reserve/Protected Area/Provincial Park,,,A
4000624,N,9,5595305,676433,963609.957655536,607671.586237655,-126.512999796993,50.4831358608158,48,North Island TSA,,B,CWH,vm,1,60,PSP_G,36,TSA48_NorthIsland,Crown - Conservancy Area/Ecological Reserve/Protected Area/Provincial Park,,,A
4000625,N,9,5595331,676524,963701.893239875,607693.871476928,-126.511706073404,50.483342063445,48,North Island TSA,,B,CWH,vm,1,60,PSP_G,36,TSA48_NorthIsland,Crown - Conservancy Area/Ecological Reserve/Protected Area/Provincial Park,,,A
4000626,N,9,5595296,676608,963784.354657521,607655.458624319,-126.51053972338,50.4830022879448,48,North Island TSA,,B,CWH,vm,1,60,PSP_G,36,TSA48_NorthIsland,Crown - Conservancy Area/Ecological Reserve/Protected Area/Provincial Park,,,IA
4000627,C,9,5595006,679040,966201.25557416,607266.483199848,-126.476432314765,50.479658854493,44,Pacific TSA,,B,CWH,vm,1,62,PSP_G,36,TSA44_Pacific,Crown - Forest Management Unit,,,A
4000628,C,9,5594882,679085,966241.149058425,607140.686483165,-126.475858067515,50.4785310201939,44,Pacific TSA,,B,CWH,vm,1,62,PSP_G,36,TSA44_Pacific,Crown - Forest Management Unit,,,A
4000629,C,9,5594775,679155,966306.700483485,607030.8671494,-126.474923710468,50.4775482807391,44,Pacific TSA,,B,CWH,vm,1,62,PSP_G,57,TSA44_Pacific,Crown - Forest Management Unit,,,A
4000630,C,9,5594842,679276,966430.262322976,607092.921141094,-126.473187943713,50.478113252234,44,Pacific TSA,,B,CWH,vm,1,62,PSP_G,36,TSA44_Pacific,Crown - Forest Management Unit,,,IA
4000631,C,9,5594965,679231,966390.327916967,607217.717908058,-126.473762601396,50.479232114216,44,Pacific TSA,,B,CWH,vm,1,62,PSP_G,36,TSA44_Pacific,Crown - Forest Management Unit,,,IA
4000632,C,9,5595375,684293,971462.065705691,607421.603334129,-126.402289292948,50.4813459237985,44,Pacific TSA,,B,CWH,vm,1,62,PSP_G,36,TSA44_Pacific,Crown - Forest Management Unit,,,IA
4000633,C,9,5595277,684295,971460.080260519,607323.552038735,-126.402309425554,50.4804648577017,44,Pacific TSA,,B,CWH,vm,1,62,PSP_G,36,TSA44_Pacific,Crown - Forest Management Unit,,,IA
4000634,C,9,5595202,684333,971494.979882823,607247.029620756,-126.40181135542,50.4797791044191,44,Pacific TSA,,B,CWH,vm,1,62,PSP_G,36,TSA44_Pacific,Crown - Forest Management Unit,,,IA
4000635,C,9,5595022,684314,971468.691152205,607067.857921322,-126.402167569692,50.4781679493802,44,Pacific TSA,,B,CWH,vm,1,62,PSP_G,36,TSA44_Pacific,Crown - Forest Management Unit,,,IA
4000636,C,9,5594937,684261,971412.309902566,606985.039745774,-126.402955638573,50.4774209666497,44,Pacific TSA,,B,CWH,vm,1,62,PSP_G,36,TSA44_Pacific,Crown - Forest Management Unit,,,IA
4000637,C,9,5594932,684333,971484.007559259,606977.113105447,-126.401944417011,50.477353409823,44,Pacific TSA,,B,CWH,vm,1,62,PSP_G,36,TSA44_Pacific,Crown - Forest Management Unit,,,IA
4000638,C,9,5594874,684470,971618.461938717,606913.55960071,-126.400044206559,50.4767892387094,44,Pacific TSA,,B,CWH,vm,1,62,PSP_G,36,TSA44_Pacific,Crown - Forest Management Unit,,,IA
4000639,C,9,5594821,684176,971322.712808009,606872.532692143,-126.404209465531,50.4764055265273,44,Pacific TSA,,B,CWH,vm,1,62,PSP_G,36,TSA44_Pacific,Crown - Forest Management Unit,,,IA
4000640,C,9,5595458,686398,973567.520860598,607418.98459711,-126.372609802649,50.4814259302867,44,Pacific TSA,,B,CWH,vm,1,62,PSP_G,58,TSA44_Pacific,Crown - Forest Management Unit,,,A
4000641,C,9,5595240,686284,973444.824072781,607205.687751199,-126.374323487325,50.4795036938933,44,Pacific TSA,,B,CWH,vm,1,62,PSP_G,58,TSA44_Pacific,Crown - Forest Management Unit,,,A
4000642,C,9,5595188,686202,973360.825575044,607157.037709221,-126.375503875893,50.4790625874775,44,Pacific TSA,,B,CWH,vm,1,62,PSP_G,36,TSA44_Pacific,Crown - Forest Management Unit,,,A
4000643,C,9,5595229,686114,973274.61308644,607201.602233936,-126.376722440844,50.4794588740224,44,Pacific TSA,,B,CWH,vm,1,62,PSP_G,36,TSA44_Pacific,Crown - Forest Management Unit,,,A
4000644,C,9,5595218,685993,973153.334026389,607195.524872461,-126.378431506329,50.4793984584332,44,Pacific TSA,,B,CWH,vm,1,62,PSP_G,36,TSA44_Pacific,Crown - Forest Management Unit,,,A
4000645,C,9,5595232,685894,973055.039988751,607213.545338609,-126.379818398709,50.4795556383495,44,Pacific TSA,,B,CWH,vm,1,62,PSP_G,36,TSA44_Pacific,Crown - Forest Management Unit,,,A
4000646,C,9,5595324,686808,973971.508061129,607268.360526762,-126.36690402856,50.4800915683867,44,Pacific TSA,,B,CWH,vm,1,62,PSP_G,36,TSA44_Pacific,Crown - Forest Management Unit,,,A
4000647,C,9,5585607,690429,977193.320573731,597407.93292944,-126.32085925225,50.3916335384958,44,Pacific TSA,,B,CWH,vm,2,62,PSP_R,8,TSA44_Pacific,Crown - Forest Management Unit,,,IA
4000648,C,9,5585586,690299,977062.639379171,597392.215908523,-126.322696727265,50.3914869711365,44,Pacific TSA,,B,CWH,vm,2,62,PSP_R,8,TSA44_Pacific,Crown - Forest Management Unit,,,IA
4000649,C,9,5582734,694907,981549.086998216,594354.687007075,-126.259422689129,50.3643576236841,44,Pacific TSA,,B,CWH,vm,1,62,PSP_R,8,TSA44_Pacific,Crown - Forest Management Unit,,,IA
4000650,C,9,5583121,693543,980202.527987023,594796.774121552,-126.278379771229,50.3682842989417,44,Pacific TSA,,B,CWH,vm,1,62,PSP_R,8,TSA44_Pacific,Crown - Forest Management Unit,,,A
4000651,C,9,5583901,694973,981662.249244684,595518.464930165,-126.257891233559,50.3748191244093,44,Pacific TSA,,B,CWH,vm,1,62,PSP_R,19,TSA44_Pacific,Crown - Forest Management Unit,,,IA
4000652,C,9,5585727,695929,982690.917061631,597304.894787689,-126.243511197174,50.3909045744246,44,Pacific TSA,,B,CWH,vm,1,62,PSP_R,10,TSA44_Pacific,Crown - Forest Management Unit,,,IA
4000653,C,9,5584592,696849,983563.749499739,596133.146852219,-126.231178094086,50.3804016679005,44,Pacific TSA,,B,CWH,vm,1,62,PSP_R,15,TSA44_Pacific,Crown - Forest Management Unit,,,IA
4000654,C,9,5573672,687048,973332.750401327,585615.741606835,-126.374294183955,50.2854941874917,44,Pacific TSA,,B,CWH,vm,1,62,PSP_R,10,TSA44_Pacific,Crown - Forest Management Unit,,,IA
4000655,C,9,5573704,687023,973309.076709871,585648.738448546,-126.374628906055,50.285789603342,44,Pacific TSA,,B,CWH,vm,1,62,PSP_R,10,TSA44_Pacific,Crown - Forest Management Unit,,,IA
4000656,C,9,5573762,686944,973232.520357545,585709.91124966,-126.375707973626,50.2863357142433,44,Pacific TSA,,B,CWH,vm,1,62,PSP_R,10,TSA44_Pacific,Crown - Forest Management Unit,,,IA
4000657,C,9,5574125,690753,977051.705594808,585918.338122529,-126.322116055339,50.2883780059718,44,Pacific TSA,,B,CWH,vm,1,62,PSP_R,10,TSA44_Pacific,Crown - Forest Management Unit,,,A
4000658,C,9,5574047,690167,976463.246919348,585864.121916515,-126.330372345148,50.2878663950535,44,Pacific TSA,,B,CWH,vm,1,62,PSP_R,32,TSA44_Pacific,Crown - Forest Management Unit,,,A
4000659,C,9,5575565,692472,978826.931266029,587287.934467493,-126.297278955456,50.3007562201367,44,Pacific TSA,,B,CWH,vm,1,62,PSP_R,9,TSA44_Pacific,Crown - Forest Management Unit,,,A
4000660,B,9,5574737,698010,984324.659008501,586236.250995643,-126.220043189771,50.2914853679069,48,North Island TSA,TFL39,B,CWH,vm,2,72,PSP_R,19,TFL39_WesternForestProducts,Crown Tenure - Tree Farm Licence/Schedule B,,,A
4000661,A,9,5591677,698459,985458.355769346,603149.828207539,-126.204815890091,50.4435032260283,48,North Island TSA,TFL39,B,CWH,vm,1,72,PSP_R,20,TFL39_WesternForestProducts,Crown Tenure - Tree Farm Licence/Schedule A,,,IA
4000662,B,9,5590296,697667,984611.545305702,601801.490037661,-126.216684829447,50.4313653206297,48,North Island TSA,TFL39,B,CWH,vm,1,72,PSP_R,20,TFL39_WesternForestProducts,Crown Tenure - Tree Farm Licence/Schedule B,,,IA
4000663,A,9,5591757,698491,985493.549859812,603228.498976507,-126.204323389892,50.4442110166126,48,North Island TSA,TFL39,B,CWH,vm,1,72,PSP_R,20,TFL39_WesternForestProducts,Crown Tenure - Tree Farm Licence/Schedule A,,,IA
4000664,B,9,5591261,697033,984017.502081096,602791.788654364,-126.225093834997,50.44024683225,48,North Island TSA,TFL39,B,CWH,vm,1,72,PSP_R,29,TFL39_WesternForestProducts,Crown Tenure - Tree Farm Licence/Schedule B,,,IA
4000665,B,9,5591292,696973,983958.841058685,602825.208129348,-126.225921499858,50.4405454366719,48,North Island TSA,TFL39,B,CWH,vm,1,72,PSP_R,29,TFL39_WesternForestProducts,Crown Tenure - Tree Farm Licence/Schedule B,,,IA
4000666,B,9,5591222,697043,984025.908707023,602752.399095779,-126.224973675823,50.4398931458573,48,North Island TSA,TFL39,B,CWH,vm,1,72,PSP_R,29,TFL39_WesternForestProducts,Crown Tenure - Tree Farm Licence/Schedule B,,,IA
4000667,B,9,5591418,696764,983755.235082203,602959.629210808,-126.228795157474,50.4417473714043,48,North Island TSA,TFL39,B,CWH,vm,1,72,PSP_R,29,TFL39_WesternForestProducts,Crown Tenure - Tree Farm Licence/Schedule B,,,IA
4000668,B,9,5590252,696483,983427.399872931,601805.493049941,-126.233358850533,50.431367468366,48,North Island TSA,TFL39,B,CWH,vm,1,72,PSP_R,29,TFL39_WesternForestProducts,Crown Tenure - Tree Farm Licence/Schedule B,,,IA
4000669,B,9,5590252,696483,983427.399872931,601805.493049941,-126.233358850533,50.431367468366,48,North Island TSA,TFL39,B,CWH,vm,1,72,PSP_R,29,TFL39_WesternForestProducts,Crown Tenure - Tree Farm Licence/Schedule B,,,IA
4000670,B,9,5590810,696463,983430.027396464,602364.075901631,-126.233347778913,50.4363866104805,48,North Island TSA,TFL39,B,CWH,vm,1,72,PSP_R,20,TFL39_WesternForestProducts,Crown Tenure - Tree Farm Licence/Schedule B,,,A
4000671,B,9,5590252,696483,983427.399872931,601805.493049941,-126.233358850533,50.431367468366,48,North Island TSA,TFL39,B,CWH,vm,1,72,PSP_R,20,TFL39_WesternForestProducts,Crown Tenure - Tree Farm Licence/Schedule B,,,A
4000672,B,9,5590252,696483,983427.399872931,601805.493049941,-126.233358850533,50.431367468366,48,North Island TSA,TFL39,B,CWH,vm,1,72,PSP_R,20,TFL39_WesternForestProducts,Crown Tenure - Tree Farm Licence/Schedule B,,,A
4000673,A,9,5593167,699887,986944.659578335,604581.366712037,-126.183934112333,50.4564025382159,48,North Island TSA,TFL39,B,CWH,vm,1,72,PSP_R,22,TFL39_WesternForestProducts,Crown Tenure - Tree Farm Licence/Schedule A,,,IA
4000674,A,9,5592957,699922,986971.109347166,604370.032933241,-126.183553748349,50.4545042933929,48,North Island TSA,TFL39,B,CWH,vm,1,72,PSP_R,22,TFL39_WesternForestProducts,Crown Tenure - Tree Farm Licence/Schedule A,,,IA
4000675,A,9,5592938,699976,987024.263589881,604348.852843574,-126.182804133025,50.4543152230873,48,North Island TSA,TFL39,B,CWH,vm,1,72,PSP_R,22,TFL39_WesternForestProducts,Crown Tenure - Tree Farm Licence/Schedule A,,,IA
4000676,A,9,5583179,703480,990128.780766058,594452.500992953,-126.138794008248,50.3654534412191,48,North Island TSA,TFL39,B,CWH,vm,1,72,PSP_R,22,TFL39_WesternForestProducts,Crown Tenure - Tree Farm Licence/Schedule A,,,IA
4000677,A,9,5582997,703398,990039.537358468,594273.90980674,-126.140043841954,50.3638470120451,48,North Island TSA,TFL39,B,CWH,vm,1,72,PSP_R,22,TFL39_WesternForestProducts,Crown Tenure - Tree Farm Licence/Schedule A,,,IA
4000678,A,9,5582993,703341,989982.451916159,594272.216476188,-126.140846412287,50.3638307777724,48,North Island TSA,TFL39,B,CWH,vm,1,72,PSP_R,22,TFL39_WesternForestProducts,Crown Tenure - Tree Farm Licence/Schedule A,,,IA
4000679,A,9,5592374,703512,990532.407064295,603641.894948287,-126.133362254111,50.4480334636547,48,North Island TSA,TFL39,B,CWH,vm,1,72,PSP_R,9,TFL39_WesternForestProducts,Crown Tenure - Tree Farm Licence/Schedule A,,,IA
4000680,A,9,5592374,703512,990532.407064295,603641.894948287,-126.133362254111,50.4480334636547,48,North Island TSA,TFL39,B,CWH,vm,1,72,PSP_R,9,TFL39_WesternForestProducts,Crown Tenure - Tree Farm Licence/Schedule A,,,IA
4000681,A,9,5592374,703512,990532.407064295,603641.894948287,-126.133362254111,50.4480334636547,48,North Island TSA,TFL39,B,CWH,vm,1,72,PSP_R,9,TFL39_WesternForestProducts,Crown Tenure - Tree Farm Licence/Schedule A,,,IA
4000682,A,9,5588443,697736,984605.43222181,599946.482301078,-126.216690954098,50.4146970146402,48,North Island TSA,TFL39,B,CWH,vm,1,72,PSP_R,20,TFL39_WesternForestProducts,Crown Tenure - Tree Farm Licence/Schedule A,,,IA
4000683,A,9,5588443,697736,984605.43222181,599946.482301078,-126.216690954098,50.4146970146402,48,North Island TSA,TFL39,B,CWH,vm,1,72,PSP_R,20,TFL39_WesternForestProducts,Crown Tenure - Tree Farm Licence/Schedule A,,,IA
4000684,A,9,5588443,697736,984605.43222181,599946.482301078,-126.216690954098,50.4146970146402,48,North Island TSA,TFL39,B,CWH,vm,1,72,PSP_R,20,TFL39_WesternForestProducts,Crown Tenure - Tree Farm Licence/Schedule A,,,IA
4000685,B,9,5590252,696483,983427.399872931,601805.493049941,-126.233358850533,50.431367468366,48,North Island TSA,TFL39,B,CWH,vm,1,72,PSP_R,25,TFL39_WesternForestProducts,Crown Tenure - Tree Farm Licence/Schedule B,,,IA
