ORIG_FID,Comment,site_id,pt_type,pt_id,Latitude,Longitude,Max_PDOP,Max_HDOP,Corr_Type,GPS_Date,Datafile,GNSS_Heigh,Vert_Prec,Horz_Prec,Std_Dev,plot_x_utm,plot_y_utm
NA,sm.011.mk3,mk_3,stem map,11,49.27551516,-122.566979331,4.0999999,1.9,L1L2  Postprocessed Carrier Float,7/24/2023 0:00:00,mistletoe5.cor,196.57,0.6,0.4,0.928595,1249940.9067651061,479302.6725564993
NA,ts.115.mk3,mk_3,tran start,115,49.275443816,-122.567169229,3.5,1.8,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,193.379,0.4,0.3,0.88995899999999994,1249927.4763492998,479294.08410956094
NA,sm.010.mk3,mk_3,stem map,10,49.275302723,-122.567200054,10.3000002,3.4000001,L1  Postprocessed Carrier Float,7/24/2023 0:00:00,mistletoe5.cor,203.724,0.3,0.2,1.659963,1249925.993815415,479278.31629901304
NA,ed.1.mk3,mk_3,edge,1,49.275373133,-122.567312984,6.9000001,3.2,L1  Postprocessed Carrier Float,7/24/2023 0:00:00,mistletoe5.cor,200.964,0.2,0.3,1.221166,1249917.3991453236,479285.7319567427
NA,ip.2.mk3,mk_3,infect perim,2,49.275439203,-122.567205964,21.2999992,21,L1  Postprocessed Carrier Float,7/24/2023 0:00:00,mistletoe5.cor,195.838,0.4,0.2,1.756282,1249924.8287972144,479293.4424523118
NA,ip.3.mk3,mk_3,infect perim,3,49.275461051,-122.567202517,3.7,2.9000001,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,197.654,0.4,0.2,1.317728,1249924.9618869205,479295.879387885
NA,te.115.mk3,mk_3,tran end,115,49.275558684,-122.567412835,4.4000001,3.0999999,L1  Postprocessed Carrier Float,7/24/2023 0:00:00,mistletoe5.cor,203.704,0.6,0.4,0.51941,1249909.1358626885,479305.9725482218
NA,te.120.mk3,mk_3,tran end,120,49.275643248,-122.567254994,7.5999999,3.4000001,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,201.474,1.3,1.1,0.661949,1249920.1629991939,479315.91497709247
NA,ip.4.mk3,mk_3,infect perim,4,49.275592038,-122.567141223,5.5999999,4.4000001,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,202.828,0.9,0.7,1.21077,1249928.7153961086,479310.6331724226
NA,ip.5.mk3,mk_3,infect perim,5,49.275611891,-122.566997297,7.1999998,3.5999999,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,203.588,0.8,0.6,0.552115,1249939.0787554486,479313.3446645588
NA,te.121.mk3,mk_3,tran end,121,49.275750538,-122.567169239,7,4.5999999,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,209.891,0.8,0.4,0.844689,1249925.8236102122,479328.1251438134
NA,lf.1.mk3,mk_3,landscape feat,1,49.275601066,-122.567029225,6.8000002,4.0999999,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,208.532,1.1,0.9,0.680368,1249936.8143722776,479312.03054354235
NA,lf.1.mk3,mk_3,landscape feat,1,49.27562052,-122.567085599,6.5999999,3.9000001,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,208.103,1.3,1,1.341404,1249932.608508928,479313.9905839605
NA,lf.1.mk3,mk_3,landscape feat,1,49.275620368,-122.567187431,5.6999998,2.7,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,196.909,2.5,2,0.229794,1249925.2012824086,479313.61419892847
NA,lf.1.mk3,mk_3,landscape feat,1,49.27553936,-122.567194499,5.9000001,3.3,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,201.992,1.3,0.8,0.410261,1249925.1234092412,479304.5986976695
NA,lf.1.mk3,mk_3,landscape feat,1,49.275469766,-122.567202372,5.1999998,2.3,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,203.621,1.6,0.8,0.2131,1249924.9254966504,479296.8471204983
NA,lf.1.mk3,mk_3,landscape feat,1,49.275438317,-122.567368045,5.6999998,3.3,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,200.977,1.3,0.6,1.284023,1249913.0424994633,479292.7719205596
NA,lf.1.mk3,mk_3,landscape feat,1,49.275415263,-122.567279154,141.3000031,99.9000015,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,204.567,1.3,0.6,1.337038,1249919.6333080702,479290.52712005813
NA,lf.1.mk3,mk_3,landscape feat,1,49.275447903,-122.567181543,3.2,1.9,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,214.495,1.1,0.9,0.127838,1249926.5585179261,479294.4942249065
NA,lf.1.mk3,mk_3,landscape feat,1,49.275535652,-122.567075707,5.5,3.2,L1L2  Postprocessed Carrier Float,7/24/2023 0:00:00,mistletoe5.cor,201.329,1.1,0.6,0.945315,1249933.7852426788,479304.6065643932
NA,re.4.mi1,mi_1,residual,4,49.247460876,-122.375333484,12.8999996,8.6999998,L1  Postprocessed Carrier Float,8/4/2023 0:00:00,mistletoe6.cor,210.8,1.4,1.1,3.143199,1264041.3355833138,476885.10262999014
NA,ts.136.mi1,mi_1,tran start,136,49.247504605,-122.375313491,6.9000001,5.0999999,Postprocessed Code,8/4/2023 0:00:00,mistletoe6.cor,198.012,1.2,0.8,1.143828,1264042.54204749,476890.0295341271
NA,te.136.mi1,mi_1,tran end,136,49.247356135,-122.375127746,4.4000001,1.8,Postprocessed Code,8/4/2023 0:00:00,mistletoe6.cor,192.795,0.8,0.4,0.924831,1264056.9052542134,476874.247568706
NA,rf.1.mi1,mi_1,ref tree,1,49.248024576,-122.375164594,20.1000004,13.6999998,Postprocessed Code,8/4/2023 0:00:00,mistletoe6.cor,203.52,0.4,0.2,2.359871,1264050.4221019452,476948.2828546357
NA,rf.2.mi1,mi_1,ref tree,2,49.248203955,-122.375221617,6.5999999,2.5999999,Postprocessed Code,8/4/2023 0:00:00,mistletoe6.cor,197.528,1.4,0.7,1.292999,1264045.25183061,476967.9747458015
NA,ed.2.cr1,cr_1,edge,2,50.180396087,-125.388815108,5.8000002,3.5999999,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,99.488,0.9,0.8,1.599013,1043645.5636874118,574040.0973782844
NA,sm.028.cr1,cr_1,stem map,28,50.180410803,-125.388774132,4.8000002,2,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,87.773,1.2,1,1.143088,1043648.4756319323,574041.7598195075
NA,ts.166.cr1,cr_1,tran start,166,50.180505398,-125.388767653,5.4000001,3.3,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,103.059,0.8,0.6,1.597858,1043648.8474272744,574052.2876520341
NA,sm.027.cr1,cr_1,stem map,27,50.180540801,-125.388622341,6.3000002,2.5,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,90.803,1,0.6,1.090715,1043659.1900604691,574056.315897099
NA,ts.165.cr1,cr_1,tran start,165,50.18056537,-125.388577644,4.5999999,2.2,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,94.758,0.9,0.6,1.620118,1043662.3582377069,574059.0768028416
NA,sm.026.cr1,cr_1,stem map,26,50.18060716,-125.388475885,13.6000004,3.3,L1  Postprocessed Carrier Float,8/12/2023 0:00:00,mistletoe7.cor,94.84,0.9,0.5,1.260808,1043669.5846192265,574063.7887717987
NA,ts.164.cr1,cr_1,tran start,164,50.180639474,-125.388434239,10,4.6999998,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,100.548,0.8,0.5,1.378511,1043672.5274726241,574067.4094452882
NA,sm.025.cr1,cr_1,stem map,25,50.180675666,-125.3883235,6.0999999,3.4000001,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,86.845,1.1,0.8,1.679241,1043680.4004683623,574071.5041839147
NA,ed.1.cr1,cr_1,edge,1,50.180728682,-125.388253202,5.8000002,2.7,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,89.616,1.1,0.6,1.187031,1043685.3694206892,574077.4456743002
NA,ip.1.cr1,cr_1,infect perim,1,50.180799834,-125.388258119,6.6999998,2.9000001,L1  Postprocessed Carrier Float,8/12/2023 0:00:00,mistletoe7.cor,92.621,1.3,0.7,2.43135,1043684.9498969903,574085.3584110027
NA,ip.2.cr1,cr_1,infect perim,2,50.180825699,-125.388368758,5.4000001,2.3,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,95.928,1.1,0.8,1.579001,1043677.0244170252,574088.1676647266
NA,ip.3.cr1,cr_1,infect perim,3,50.180834092,-125.388644797,4.6999998,3.3,L1  Postprocessed Carrier Float,8/12/2023 0:00:00,mistletoe7.cor,102.195,1,0.6,2.372063,1043657.3047008805,574088.9311275154
NA,ip.4.cr1,cr_1,infect perim,4,50.180745578,-125.388739791,6.6999998,3.2,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,113.331,1.2,0.7,2.165835,1043650.6063111329,574079.0252278475
NA,te.164.cr1,cr_1,tran end,164,50.18087666,-125.38876825,5.1999998,2.8,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,99.002,1,0.6,1.146661,1043648.4481639278,574093.5907589984
NA,te.165.cr1,cr_1,tran end,165,50.18080768,-125.388925243,4.5,2.3,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,107.418,1.1,0.9,1.986381,1043637.3037171374,574085.8198395459
NA,ip.5.cr1,cr_1,infect perim,5,50.180761028,-125.388915337,6,3.8,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,104.52,0.8,0.7,1.666257,1043638.0558972451,574080.6358375209
NA,ip.6.cr1,cr_1,infect perim,6,50.180705062,-125.389049443,5.3000002,3.2,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,102.621,1,1,1.455219,1043628.5332516714,574074.3268747858
NA,te.166.cr1,cr_1,tran end,166,50.180702949,-125.389118463,6.9000001,4.1999998,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,104.519,0.9,0.8,0.557537,1043623.6066218073,574074.0492660673
NA,ip.7.cr1,cr_1,infect perim,7,50.180691696,-125.389114759,5.8000002,3.9000001,L1L2  Postprocessed Carrier Float,8/12/2023 0:00:00,mistletoe7.cor,113.775,0.9,0.5,1.372481,1043623.881924685,574072.7996347506
NA,ip.8.cr1,cr_1,infect perim,8,50.180648949,-125.38917009,4.5,3.7,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,109.663,0.9,0.6,1.508332,1043619.9718201954,574068.0098694445
NA,ip.9.cr1,cr_1,infect perim,9,50.180546044,-125.389166705,10,8.1999998,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,112.532,0.9,0.7,1.898387,1043620.3123258525,574056.5636146906
NA,re.1.cr1,cr_1,residual,1,50.180625321,-125.388867729,6.3000002,2.9000001,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,105.072,2.3,1.2,1.358724,1043641.5858770987,574065.5675704718
NA,lf.1.cr1,cr_1,landscape feat,1,50.180513309,-125.388882903,12.8000002,8,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,106.997,2.7,1.5,0,1043640.6098908359,574053.096708703
NA,lf.1.cr1,cr_1,landscape feat,1,50.180605988,-125.388706931,3.0999999,2,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,94.503,0.9,0.6,0.988717,1043653.0869157988,574063.5158858089
NA,lf.1.cr1,cr_1,landscape feat,1,50.180714992,-125.388493649,6.5,3,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,96.976,0.9,0.6,1.041442,1043668.212475467,574075.7742907029
NA,lf.1.cr1,cr_1,landscape feat,1,50.180880956,-125.38841697,9.3000002,3,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,104.473,0.9,0.6,0.945541,1043673.5285392434,574094.2853483799
NA,re.2.cr1,cr_1,residual,2,50.180536133,-125.388916784,8,3.4000001,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,105.059,0.5,0.4,1.116904,1043638.1685485502,574055.6150278635
NA,rf.1.cr1,cr_1,ref tree,1,50.184148704,-125.396872609,4.9000001,3.8,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,175.381,1.6,1.7,0.063525,1043066.6233898385,574452.6481502178
NA,rf.2.cr1,cr_1,ref tree,2,50.184260133,-125.39676787,11,5.1999998,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,163.825,1.1,0.7,1.770026,1043073.9965136952,574465.1085927483
NA,ip.1.cr2,cr_2,infect perim,1,50.228713995,-125.41661616,6.9000001,3.2,L1L2  Postprocessed Carrier Float,8/26/2023 0:00:00,mistletoe8.cor,139.603,1.2,0.7,1.670977,1041615.9972201687,579398.9740458244
NA,ip.2.cr2,cr_2,infect perim,2,50.228727691,-125.416752969,6.6999998,3.0999999,L1L2  Postprocessed Carrier Float,8/26/2023 0:00:00,mistletoe8.cor,136.561,1,0.5,1.084373,1041606.2255433323,579400.4174315553
NA,te.222.cr2,cr_2,tran end,222,50.228762078,-125.416808283,9.8999996,3.8,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,141.464,1.2,0.7,1.178866,1041602.2482614865,579404.2107824124
NA,te.221.cr2,cr_2,tran end,221,50.228812622,-125.417006054,6.5,2.8,L1  Postprocessed Carrier Float,8/26/2023 0:00:00,mistletoe8.cor,140.103,0.8,0.6,1.332301,1041588.094183445,579409.7180468357
NA,ip.3.cr2,cr_2,infect perim,3,50.22875616,-125.417029828,21.7999992,13.8000002,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,136.417,0.9,0.5,0.760988,1041586.4500270418,579403.4221817078
NA,ip.4.cr2,cr_2,infect perim,4,50.228779384,-125.417218308,8.6000004,2.8,L1  Postprocessed Carrier Float,8/26/2023 0:00:00,mistletoe8.cor,136.895,0.9,0.6,0.96082,1041572.9837500217,579405.8953538133
NA,te.219.cr2,cr_2,tran end,219,50.228859734,-125.417238919,8,2.7,L1L2  Postprocessed Carrier Float,8/26/2023 0:00:00,mistletoe8.cor,146.262,1.1,0.6,1.108688,1041571.4398954175,579414.8229017248
NA,ip.5.cr2,cr_2,infect perim,5,50.228717751,-125.417388881,7,3.2,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,141.972,1,0.6,1.805355,1041560.8725617838,579398.937979775
NA,ed.1.cr2,cr_2,edge,1,50.228662037,-125.417407271,7.3000002,2,L1  Postprocessed Carrier Float,8/26/2023 0:00:00,mistletoe8.cor,140.029,1.3,0.8,1.176573,1041559.611745178,579392.7285066722
NA,sm.029.cr2,cr_2,stem map,29,50.228587366,-125.417354554,13.8000002,6,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,140.125,1.6,0.9,2.370085,1041563.4406381834,579384.4516460913
NA,ts.219.cr2,cr_2,tran start,219,50.228647291,-125.4172109,8.3999996,2.2,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,130.238,1.1,0.7,1.118786,1041573.6331818332,579391.2031860228
NA,sm.030.cr2,cr_2,stem map,30,50.228594646,-125.417117679,5.8000002,2.2,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,134.374,1.1,0.6,0.366099,1041580.331239231,579385.400713357
NA,ts.221.cr2,cr_2,tran start,221,50.228608448,-125.417036007,10.3000002,4.4000001,L1L2  Postprocessed Carrier Float,8/26/2023 0:00:00,mistletoe8.cor,136.628,1.1,0.7,0.843787,1041586.144592872,579386.9842823389
NA,sm.031.cr2,cr_2,stem map,31,50.228523641,-125.416970128,6.3000002,4.3000002,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,146.519,1,0.9,1.214645,1041590.9217224421,579377.5874555447
NA,ts.222.cr2,cr_2,tran start,222,50.22856974,-125.416836571,12.6999998,4,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,128.333,1.5,0.9,1.895627,1041600.4066552455,579382.7948520608
NA,sm.035.cr2,cr_2,stem map,35,50.228464321,-125.416770701,7.3000002,2,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,142.54,1,0.7,1.044438,1041605.2020671457,579371.1047668881
NA,ed.2.cr2,cr_2,edge,2,50.228524963,-125.416651487,14.8999996,8.3000002,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,146.029,1.3,1,1.56424,1041613.6505172787,579377.9217957415
NA,lf.1.cr2,cr_2,landscape feat,1,50.22852879,-125.416704344,7,4,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,141.309,1.3,1.1,1.617948,1041609.8764962365,579378.3165137206
NA,lf.1.cr2,cr_2,landscape feat,1,50.228629592,-125.416979808,3.7,2.5999999,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,142.024,1.2,1.1,0.39922,1041590.1341226789,579389.3697548736
NA,lf.1.cr2,cr_2,landscape feat,1,50.22874972,-125.417215328,5.1999998,3.3,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,144.359,1.2,1.3,1.099641,1041573.2234954068,579402.5967204361
NA,lf.1.cr2,cr_2,landscape feat,1,50.228725407,-125.417427382,5.9000001,3,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,144.117,0.8,0.9,0.28078,1041558.1191246462,579399.7671750917
NA,ed.2.ph1,ph_1,edge,2,49.079247939,-125.335843491,8.1000004,6.4000001,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,278.775,3.3,2.2,0.918379,1048576.696918126,451664.1742925938
NA,ip.1.ph1,ph_1,infect perim,1,49.079196804,-125.335903754,6.8000002,4.8000002,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,262.847,1.9,1.6,1.711343,1048572.3426695043,451658.45308106457
NA,te.266.ph1,ph_1,tran end,266,49.079053299,-125.336051654,8,5.0999999,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,263.077,1.6,1.2,0.776874,1048561.675007449,451642.4116819793
NA,te.259.ph1,ph_1,tran end,259,49.078860906,-125.336087481,5.9000001,3.5,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,265.401,1.3,0.9,1.063079,1048559.2550945982,451621.0169062582
NA,ip.2.ph1,ph_1,infect perim,2,49.078877358,-125.335978342,5.3000002,3.4000001,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,258.796,0.9,0.8,0.533256,1048567.2202594229,451622.91919391917
NA,ip.3.ph1,ph_1,infect perim,3,49.078749065,-125.33597055,5.1999998,3.5999999,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,262.017,1,0.9,0.951348,1048567.9238291272,451608.67429987376
NA,te.258.ph1,ph_1,tran end,258,49.078737394,-125.33598189,12,6.0999999,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,261.856,1.7,1,0.641216,1048567.1065921112,451607.3701551292
NA,ed.1.ph1,ph_1,edge,1,49.078684915,-125.335687375,4.4000001,2.5,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,264.623,1.6,1,0.560336,1048588.7018540977,451601.7431109359
NA,sm.036.ph1,ph_1,stem map,36,49.078740789,-125.335695888,4.1999998,2.2,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,269.127,0.8,0.7,0.433807,1048588.0209797686,451607.9435126535
NA,ts.258.ph1,ph_1,tran start,258,49.078808103,-125.335729492,4.3000002,2.5,L1L2  Postprocessed Carrier Float,8/31/2023 0:00:00,mistletoe8.cor,260.509,0.9,0.7,0.828031,1048585.4930524048,451615.3974007414
NA,sm.037.ph1,ph_1,stem map,37,49.078902293,-125.335734802,5.6999998,3.5999999,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,266.66,1.3,0.9,1.309719,1048585.0065107183,451625.8559806762
NA,ts.259.ph1,ph_1,tran start,259,49.078907343,-125.335845783,5.5,3.5999999,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,268.705,1.6,1.2,1.405187,1048576.8842272628,451626.34075241676
NA,sm.038.ph1,ph_1,stem map,38,49.078977169,-125.335805745,28.2000008,12.3000002,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,275.549,2.8,1.6,1.106742,1048579.7397880454,451634.1242030231
NA,ts.266.ph1,ph_1,tran start,266,49.079070598,-125.335834443,70.1999969,25.7000008,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,273.072,2.6,1.5,0.636763,1048577.543487261,451644.482208373
NA,sm.039.ph1,ph_1,stem map,39,49.079095587,-125.335787324,12.1999998,6.4000001,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,293.019,2.6,1.7,1.294754,1048580.963659624,451647.29021545337
NA,ts.2.mi1,mi_1,r adj tran start,140,49.247596543,-122.375177671,13.6000004,6.3000002,Postprocessed Code,6/28/2023 0:00:00,mistletoe.cor,196.072,0.7,0.4,1.462814,1264055.5720846779,476903.19096178096
NA,ts.3.mi1,mi_1,r adj tran start,141,49.247676962,-122.375014351,6.6999998,3.5999999,L1  Postprocessed Carrier Float,6/28/2023 0:00:00,mistletoe.cor,193.51,1.1,0.6,1.219199,1264066.44872355,476910.8625215276
NA,ts.1.mi2,mi_2,r adj tran start,122,49.233508468,-122.323244345,6.4000001,3.3,Postprocessed Code,6/30/2023 0:00:00,mistletoe2.cor,201.52,1,0.7,2.061388,1267911.6702997696,475532.7457742834
NA,ts.2.mi2,mi_2,r adj tran start,124,49.233630498,-122.32335934,6.3000002,2.4000001,L1L2  Postprocessed Carrier Float,6/30/2023 0:00:00,mistletoe2.cor,198.975,1.1,0.5,0.519435,1267903.131607527,475544.2385668211
NA,ts.3.mi2,mi_2,r adj tran start,129,49.233754179,-122.323450541,5.5999999,1.5,Postprocessed Code,6/30/2023 0:00:00,mistletoe2.cor,201.912,1,0.5,1.244079,1267897.6296778647,475557.5917751469
NA,ts.100.mk1,mk_1,r adj tran start,100,49.289218996,-122.58635653,3.8,2.0999999,Postprocessed Code,7/7/2023 0:00:00,mistletoe3.cor,252.757,1,0.5,0.561144,1248460.9486053942,480757.21789943613
NA,ts.102.mk1,mk_1,r adj tran start,102,49.289201368,-122.586022843,6.4000001,2.8,Postprocessed Code,7/7/2023 0:00:00,mistletoe3.cor,255.434,1.5,0.9,1.147207,1248487.2543469837,480757.0507099279
NA,ts.110.mk2,mk_2,r adj tran start,110,49.312955607,-122.596091598,5.0999999,2.7,L1L2  Postprocessed Carrier Float,7/21/2023 0:00:00,mistletoe5.cor,395.472,0.8,0.4,0.518472,1247619.7118693022,483354.4879164068
NA,ts.109.mk2,mk_2,r adj tran start,109,49.312965667,-122.595907683,5.3000002,3,Postprocessed Code,7/21/2023 0:00:00,mistletoe5.cor,391.462,0.6,0.5,0.735873,1247637.032037292,483357.45192217943
NA,ts.103.mk2,mk_2,r adj tran start,103,49.313022026,-122.595737068,6.0999999,3.7,Postprocessed Code,7/21/2023 0:00:00,mistletoe5.cor,393.662,1.1,0.7,2.688099,1247648.353147475,483357.3340355199
NA,ts.121.mk3,mk_3,r adj tran start,121,49.275701189,-122.566988232,5.6999998,2.8,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,199.442,0.7,0.4,0.892916,1249938.1108908765,479319.5214972681
NA,ts.120.mk3,mk_3,r adj tran start,120,49.275576626,-122.567067447,6,5,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,195.397,0.3,0.3,1.004288,1249932.4502798582,479307.3113305472
NA,ts.115.mk3,mk_3,r adj tran start,115,49.275443816,-122.567169229,3.5,1.8,Postprocessed Code,7/24/2023 0:00:00,mistletoe5.cor,193.379,0.4,0.3,0.88995899999999994,1249927.0752924585,479293.41122426576
NA,ts.136.mi1,mi_1,r adj tran start,136,49.247504605,-122.375313491,6.9000001,5.0999999,Postprocessed Code,8/4/2023 0:00:00,mistletoe6.cor,198.012,1.2,0.8,1.143828,1264044.8826067888,476892.0718765159
NA,ts.166.cr1,cr_1,r adj tran start,166,50.180505398,-125.388767653,5.4000001,3.3,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,103.059,0.8,0.6,1.597858,1043648.7328795416,574052.9658324696
NA,ts.165.cr1,cr_1,r adj tran start,165,50.18056537,-125.388577644,4.5999999,2.2,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,94.758,0.9,0.6,1.620118,1043662.4299748717,574064.7364059482
NA,ts.164.cr1,cr_1,r adj tran start,164,50.180639474,-125.388434239,10,4.6999998,Postprocessed Code,8/12/2023 0:00:00,mistletoe7.cor,100.548,0.8,0.5,1.378511,1043673.574421662,574072.5073254007
NA,ts.219.cr2,cr_2,r adj tran start,219,50.228647291,-125.4172109,8.3999996,2.2,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,130.238,1.1,0.7,1.118786,1041567.168150247,579390.5966310007
NA,ts.221.cr2,cr_2,r adj tran start,221,50.228608448,-125.417036007,10.3000002,4.4000001,L1L2  Postprocessed Carrier Float,8/26/2023 0:00:00,mistletoe8.cor,136.628,1.1,0.7,0.843787,1041583.8224382744,579385.4917761117
NA,ts.222.cr2,cr_2,r adj tran start,222,50.22856974,-125.416836571,12.6999998,4,Postprocessed Code,8/26/2023 0:00:00,mistletoe8.cor,128.333,1.5,0.9,1.895627,1041597.976516316,579379.9845116884
NA,ts.258.ph1,ph_1,r adj tran start,258,49.078808103,-125.335729492,4.3000002,2.5,L1L2  Postprocessed Carrier Float,8/31/2023 0:00:00,mistletoe8.cor,260.509,0.9,0.7,0.828031,1048581.8787084064,451609.97487779416
NA,ts.259.ph1,ph_1,r adj tran start,259,49.078907343,-125.335845783,5.5,3.5999999,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,268.705,1.6,1.2,1.405187,1048574.0272108933,451623.62162892317
NA,ts.266.ph1,ph_1,r adj tran start,266,49.079070598,-125.335834443,70.1999969,25.7000008,Postprocessed Code,8/31/2023 0:00:00,mistletoe8.cor,273.072,2.6,1.5,0.636763,1048576.4471237443,451645.0164046443
NA,ts.101.mk1,mk_1,r adj tran start,101,49.289261468,-122.586207194,5.6999998,2.4000001,Postprocessed Code,7/7/2023 0:00:00,mistletoe3.cor,247.18,1.4,0.8,1.002424,1248468.4830683658,480760.6240633593
NA,te.101.mk1,mk_1,tran end,101,49.289104606,-122.586206224,10.6999998,4.6999998,Postprocessed Code,7/18/2023 0:00:00,mistletoe5.cor,249.254,1,0.8,1.3971,1248468.4830683658,480739.3240633593
